Gm#,Date,Unnamed: 2,Tm,Unnamed: 4,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled,Division,League
47,"Monday, May 22",boxscore,PHI,,ARI,L,3,6,,22-25,4,7.0,Henry,Wheeler,Chafin,2:57,N,34040,.89,-,,NL East,NL
48,"Tuesday, May 23",boxscore,PHI,,ARI,L,3,4,,22-26,4,7.0,Castro,Domínguez,,2:47,N,33420,.83,--,,NL East,NL
49,"Wednesday, May 24",boxscore,PHI,,ARI,W-wo,6,5,10,23-26,4,7.0,Kimbrel,Ruiz,,3:32,D,41544,.80,+,,NL East,NL
50,"Thursday, May 25",boxscore,PHI,@,ATL,L,5,8,,23-27,4,8.0,Anderson,Soto,Iglesias,2:44,N,43216,.93,-,,NL East,NL
51,"Friday, May 26",boxscore,PHI,@,ATL,W,6,4,,24-27,4,7.0,Walker,Jiménez,Kimbrel,2:55,N,40533,.87,+,,NL East,NL
52,"Saturday, May 27",boxscore,PHI,@,ATL,W,2,1,,25-27,4,6.0,Wheeler,Morton,Kimbrel,2:24,D,42665,.91,++,,NL East,NL
53,"Sunday, May 28",boxscore,PHI,@,ATL,L,4,11,,25-28,4,7.0,Strider,Covey,,2:52,N,43109,1.04,-,,NL East,NL
54,"Tuesday, May 30",boxscore,PHI,@,NYM,L,0,2,,25-29,4,6.5,Senga,Suárez,Robertson,2:20,N,36236,.95,--,,NL East,NL
55,"Wednesday, May 31",boxscore,PHI,@,NYM,L,1,4,,25-30,4,7.5,Carrasco,Nola,Robertson,2:29,N,39641,.85,---,,NL East,NL
56,"Thursday, Jun 1",boxscore,PHI,@,NYM,L,2,4,,25-31,4,8.0,Scherzer,Walker,Smith,2:32,D,38302,.77,----,,NL East,NL
57,"Friday, Jun 2",boxscore,PHI,@,WSN,L,7,8,,25-32,4,8.0,Finnegan,Brogdon,,3:18,N,29827,.64,-----,,NL East,NL
58,"Saturday, Jun 3",boxscore,PHI,@,WSN,W,4,2,,26-32,4,8.0,Covey,Gore,Kimbrel,2:24,D,30959,.62,+,,NL East,NL
59,"Sunday, Jun 4",boxscore,PHI,@,WSN,W,11,3,,27-32,4,8.0,Suárez,Williams,,2:57,D,29546,.70,++,,NL East,NL
60,"Monday, Jun 5",boxscore,PHI,,DET,W,8,3,,28-32,4,7.5,Nola,Wentz,,2:47,N,33196,.72,+++,,NL East,NL
61,"Tuesday, Jun 6",boxscore,PHI,,DET,W,1,0,,29-32,4,7.5,Walker,Alexander,Kimbrel,2:07,N,36664,.76,++++,,NL East,NL
62,"Thursday, Jun 8",boxscore,PHI,,DET,W-wo,3,2,,30-32,3,8.0,Kimbrel,Lange,,2:41,N,29028,.78,+++++,,NL East,NL
63,"Friday, Jun 9",boxscore,PHI,,LAD,W-wo,5,4,,31-32,3,8.0,Soto,Ferguson,,2:52,N,42364,.91,++++++,,NL East,NL
64,"Saturday, Jun 10",boxscore,PHI,,LAD,L,0,9,,31-33,3,9.0,Miller,Nola,Jackson,2:41,D,44385,.95,-,,NL East,NL
65,"Sunday, Jun 11",boxscore,PHI,,LAD,W,7,3,,32-33,3,8.0,Walker,Ferguson,,2:44,D,44287,.86,+,,NL East,NL
66,"Monday, Jun 12",boxscore,PHI,@,ARI,L,8,9,,32-34,3,8.0,Jameson,Covey,Castro,3:11,N,18432,.94,-,,NL East,NL
67,"Tuesday, Jun 13",boxscore,PHI,@,ARI,W,15,3,,33-34,3,7.5,Wheeler,Davies,Ortiz,2:43,N,20186,.87,+,,NL East,NL
68,"Wednesday, Jun 14",boxscore,PHI,@,ARI,W,4,3,10,34-34,3,8.0,Kimbrel,McGough,Alvarado,2:54,N,20286,.97,++,,NL East,NL
69,"Thursday, Jun 15",boxscore,PHI,@,ARI,W,5,4,,35-34,3,8.0,Nola,Nelson,Kimbrel,2:55,D,23032,1.00,+++,,NL East,NL
70,"Friday, Jun 16",boxscore,PHI,@,OAK,W,6,1,,36-34,3,8.0,Walker,Sears,,2:21,N,16084,.98,++++,,NL East,NL
71,"Saturday, Jun 17",boxscore,PHI,@,OAK,W,3,2,12,37-34,3,8.0,Vasquez,Waldichuk,Hoffman,3:27,D,12015,1.02,+++++,,NL East,NL
72,"Sunday, Jun 18",boxscore,PHI,@,OAK,W,3,2,,38-34,3,8.0,Wheeler,Harris,Marte,2:35,D,24326,1.02,++++++,,NL East,NL
73,"Tuesday, Jun 20",boxscore,PHI,,ATL,L,2,4,,38-35,3,9.0,Strider,Hoffman,Iglesias,2:46,N,37746,1.19,-,,NL East,NL
74,"Thursday, Jun 22",boxscore,PHI,,ATL,L,1,5,10,38-36,3,10.0,Iglesias,Marte,,2:57,D,39570,1.17,--,,NL East,NL
75,"Friday, Jun 23",boxscore,PHI,,NYM,W,5,1,,39-36,3,9.0,Walker,Senga,,2:44,N,35093,.95,+,,NL East,NL
76,"Saturday, Jun 24",boxscore,PHI,,NYM,L,2,4,,39-37,3,10.0,Scherzer,Sánchez,Robertson,2:39,D,43586,.99,-,,NL East,NL
77,"Sunday, Jun 25",boxscore,PHI,,NYM,W,7,6,,40-37,3,10.0,Hoffman,Brigham,Kimbrel,3:16,D,42901,.95,+,,NL East,NL
78,"Tuesday, Jun 27",boxscore,PHI,@,CHC,W,5,1,,41-37,3,10.5,Suárez,Taillon,,2:24,N,37072,.96,++,,NL East,NL
79,"Wednesday, Jun 28",boxscore,PHI,@,CHC,W,8,5,,42-37,3,10.5,Nola,Smyly,,3:00,N,32379,.98,+++,,NL East,NL
80,"Thursday, Jun 29",boxscore,PHI,@,CHC,W,3,1,,43-37,3,10.0,Walker,Hendricks,Kimbrel,2:11,N,35090,.98,++++,,NL East,NL
81,"Friday, Jun 30",boxscore,PHI,,WSN,L,1,2,,43-38,3,11.0,Gray,Sánchez,Harvey,2:33,N,44261,1.00,-,,NL East,NL
82,"Saturday, Jul 1",boxscore,PHI,,WSN,W,19,4,,44-38,3,11.0,Wheeler,Gore,,2:43,D,42784,.95,+,,NL East,NL
83,"Sunday, Jul 2",boxscore,PHI,,WSN,L,4,5,,44-39,3,12.0,Williams,Suárez,Harvey,2:31,D,41531,.96,-,,NL East,NL
84,"Tuesday, Jul 4",boxscore,PHI,@,TBR,W,3,1,,45-39,3,11.5,Nola,Eflin,Kimbrel,2:17,D,22665,.93,+,,NL East,NL
85,"Wednesday, Jul 5",boxscore,PHI,@,TBR,W,8,4,,46-39,3,11.5,Walker,Chirinos,,2:40,N,18208,.94,++,,NL East,NL
86,"Thursday, Jul 6",boxscore,PHI,@,TBR,W,3,1,11,47-39,3,11.0,Strahm,Thompson,,2:47,N,17060,.98,+++,,NL East,NL
87,"Friday, Jul 7",boxscore,PHI,@,MIA,W,4,3,,48-39,3,11.0,Hoffman,Puk,Kimbrel,2:21,N,13850,1.14,++++,,NL East,NL
88,"Saturday, Jul 8",boxscore,PHI,@,MIA,L,3,5,,48-40,3,12.0,Garrett,Suárez,Puk,2:35,D,18132,1.12,-,,NL East,NL
89,"Sunday, Jul 9",boxscore,PHI,@,MIA,L,3,7,,48-41,3,12.0,Luzardo,Nola,,2:22,D,21159,1.10,--,,NL East,NL
90,"Friday, Jul 14",boxscore,PHI,,SDP,L,3,8,,48-42,3,13.0,Darvish,Sánchez,Hader,2:56,N,44028,1.00,---,,NL East,NL
91,"Saturday, Jul 15 (1)",boxscore,PHI,,SDP,W,6,4,,49-42,3,11.5,Strahm,Hill,Kimbrel,3:02,D,43712,1.02,+,,NL East,NL
92,"Saturday, Jul 15 (2)",boxscore,PHI,,SDP,W,9,4,,50-42,3,11.5,Walker,Weathers,,3:10,N,33132,1.03,++,,NL East,NL
93,"Sunday, Jul 16",boxscore,PHI,,SDP,W-wo,7,6,12,51-42,3,10.5,Hoffman,Hill,,3:30,D,37204,1.03,+++,,NL East,NL
94,"Tuesday, Jul 18",boxscore,PHI,,MIL,W,4,3,,52-42,2,9.5,Nola,Teheran,Kimbrel,2:35,N,35302,1.07,++++,,NL East,NL
95,"Wednesday, Jul 19",boxscore,PHI,,MIL,L,3,5,,52-43,2,9.5,Milner,Hoffman,Williams,2:40,N,33753,1.16,-,,NL East,NL
96,"Thursday, Jul 20",boxscore,PHI,,MIL,L,0,4,,52-44,2,10.5,Burnes,Walker,,2:23,D,38276,1.13,--,,NL East,NL
97,"Friday, Jul 21",boxscore,PHI,@,CLE,L,5,6,,52-45,2,11.5,Stephan,Suárez,Clase,2:54,N,38260,1.04,---,,NL East,NL
98,"Saturday, Jul 22",boxscore,PHI,@,CLE,L,0,1,,52-46,2,11.5,Bibee,Wheeler,Clase,2:15,N,37937,1.03,----,,NL East,NL
99,"Sunday, Jul 23",boxscore,PHI,@,CLE,W,8,5,10,53-46,2,11.5,Kimbrel,Herrin,Marte,3:10,D,31806,1.05,+,,NL East,NL
100,"Monday, Jul 24",boxscore,PHI,,BAL,L,2,3,,53-47,3,12.0,Baker,Kimbrel,Pérez,2:41,N,44043,1.04,-,,NL East,NL
101,"Tuesday, Jul 25",boxscore,PHI,,BAL,W-wo,4,3,,54-47,2,11.0,Marte,Cano,,2:48,N,37200,1.01,+,,NL East,NL
102,"Wednesday, Jul 26",boxscore,PHI,,BAL,W,6,4,,55-47,2,10.0,Domínguez,Bradish,Soto,2:21,N,40235,1.07,++,,NL East,NL
1,"Thursday, Mar 30",boxscore,MIA,,NYM,L,3,5,,0-1,3,1.0,Scherzer,Scott,Robertson,2:42,D,31397,.96,-,,NL East,NL
2,"Friday, Mar 31",boxscore,MIA,,NYM,W,2,1,,1-1,2,0.5,Luzardo,Peterson,Puk,2:09,N,14797,.97,+,,NL East,NL
3,"Saturday, Apr 1",boxscore,MIA,,NYM,L,2,6,,1-2,3,1.5,Megill,Nardi,,2:54,D,14695,.99,-,,NL East,NL
4,"Sunday, Apr 2",boxscore,MIA,,NYM,L,1,5,,1-3,4,2.0,Senga,Rogers,,2:40,D,18322,.99,--,,NL East,NL
5,"Monday, Apr 3",boxscore,MIA,,MIN,L,1,11,,1-4,4,2.5,Mahle,Cueto,,2:31,N,8898,.82,---,,NL East,NL
6,"Tuesday, Apr 4",boxscore,MIA,,MIN,W,1,0,,2-4,3,2.5,Alcantara,Maeda,,1:57,N,10668,.75,+,,NL East,NL
7,"Wednesday, Apr 5",boxscore,MIA,,MIN,W,5,2,,3-4,2,2.5,Floro,Jax,,2:10,D,8981,.78,++,,NL East,NL
8,"Friday, Apr 7",boxscore,MIA,@,NYM,L,3,9,,3-5,3,3.0,Megill,Cabrera,,3:01,D,43590,.96,-,,NL East,NL
9,"Saturday, Apr 8",boxscore,MIA,@,NYM,L,2,5,,3-6,4,3.0,Senga,Rogers,Robertson,2:39,D,42306,.95,--,,NL East,NL
10,"Sunday, Apr 9",boxscore,MIA,@,NYM,W,7,2,,4-6,3,2.0,Scott,Carrasco,,2:52,D,33697,.88,+,,NL East,NL
11,"Monday, Apr 10",boxscore,MIA,@,PHI,L,3,15,,4-7,4,3.0,Strahm,Alcantara,,2:29,N,28642,.92,-,,NL East,NL
12,"Tuesday, Apr 11",boxscore,MIA,@,PHI,W,8,4,,5-7,3,3.0,Luzardo,Nola,,2:57,N,43444,.87,+,,NL East,NL
13,"Wednesday, Apr 12",boxscore,MIA,@,PHI,W,3,2,10,6-7,3,3.0,Puk,Soto,,2:40,D,29584,.90,++,,NL East,NL
14,"Friday, Apr 14",boxscore,MIA,,ARI,W,5,1,,7-7,3,3.0,Rogers,Bumgarner,,2:11,N,10961,.93,+++,,NL East,NL
15,"Saturday, Apr 15",boxscore,MIA,,ARI,W,3,2,,8-7,3,3.0,Nardi,McGough,Scott,2:33,D,11038,.98,++++,,NL East,NL
16,"Sunday, Apr 16",boxscore,MIA,,ARI,L,0,5,,8-8,3,4.0,Gallen,Alcantara,,2:11,D,15314,1.02,-,,NL East,NL
17,"Monday, Apr 17",boxscore,MIA,,SFG,W,4,3,,9-8,3,4.0,Barnes,Webb,Puk,2:19,N,8744,.94,+,,NL East,NL
18,"Tuesday, Apr 18",boxscore,MIA,,SFG,W,4,2,,10-8,3,4.0,Cabrera,Junis,Puk,2:27,N,8783,.92,++,,NL East,NL
19,"Wednesday, Apr 19",boxscore,MIA,,SFG,L,2,5,11,10-9,3,4.0,Doval,Smeltzer,Rogers,3:37,D,8272,.98,-,,NL East,NL
20,"Saturday, Apr 22 (1)",boxscore,MIA,@,CLE,W,6,1,,11-9,3,2.0,Nardi,Bieber,,2:28,D,,.90,+,,NL East,NL
21,"Saturday, Apr 22 (2)",boxscore,MIA,@,CLE,W,3,2,,12-9,3,2.0,Garrett,Plesac,Puk,2:36,D,14478,.92,++,,NL East,NL
22,"Sunday, Apr 23",boxscore,MIA,@,CLE,L,4,7,,12-10,3,2.0,Allen,Luzardo,Clase,2:27,D,12664,.99,-,,NL East,NL
23,"Monday, Apr 24",boxscore,MIA,@,ATL,L,0,11,,12-11,3,3.0,Strider,Cabrera,,2:21,N,28241,1.11,--,,NL East,NL
24,"Tuesday, Apr 25",boxscore,MIA,@,ATL,L,4,7,,12-12,3,4.0,Morton,Hoeing,,2:32,N,34059,1.05,---,,NL East,NL
25,"Wednesday, Apr 26",boxscore,MIA,@,ATL,L,4,6,,12-13,3,5.0,Tonkin,Floro,Minter,2:28,N,30282,1.04,----,,NL East,NL
26,"Thursday, Apr 27",boxscore,MIA,@,ATL,W,5,4,,13-13,3,4.0,Puk,Minter,Floro,2:34,D,32196,.97,+,,NL East,NL
27,"Friday, Apr 28",boxscore,MIA,,CHC,W-wo,3,2,,14-13,3,4.0,Puk,Rucker,,2:26,N,12340,.96,++,,NL East,NL
28,"Saturday, Apr 29",boxscore,MIA,,CHC,W,7,6,,15-13,3,3.5,Cabrera,Kilian,Scott,3:13,D,14994,.98,+++,,NL East,NL
29,"Sunday, Apr 30",boxscore,MIA,,CHC,W,4,3,,16-13,2,3.0,Scott,Thompson,Puk,2:18,D,20345,.99,++++,,NL East,NL
30,"Tuesday, May 2",boxscore,MIA,,ATL,L,0,6,,16-14,3,4.0,Elder,Alcantara,,2:40,N,8626,1.17,-,,NL East,NL
31,"Wednesday, May 3",boxscore,MIA,,ATL,L,6,14,,16-15,2,5.0,McHugh,Garrett,,2:37,N,10428,1.13,--,,NL East,NL
32,"Thursday, May 4",boxscore,MIA,,ATL,L,3,6,,16-16,2,6.0,Dodd,Luzardo,Minter,2:36,D,8295,1.05,---,,NL East,NL
33,"Friday, May 5",boxscore,MIA,@,CHC,L,1,4,,16-17,3,6.0,Steele,Cabrera,Leiter,2:09,D,31181,.94,----,,NL East,NL
34,"Saturday, May 6",boxscore,MIA,@,CHC,L,2,4,,16-18,3,7.0,Thompson,Puk,Alzolay,2:45,D,36418,.88,-----,,NL East,NL
35,"Sunday, May 7",boxscore,MIA,@,CHC,W,5,4,14,17-18,2,7.0,Okert,Alzolay,Nardi,3:49,D,38196,.86,+,,NL East,NL
36,"Monday, May 8",boxscore,MIA,@,ARI,L,2,5,,17-19,3,7.5,Gallen,Garrett,,2:33,N,9071,.92,-,,NL East,NL
37,"Tuesday, May 9",boxscore,MIA,@,ARI,W,6,2,,18-19,2,7.5,Luzardo,Pfaadt,,2:29,N,13608,.83,+,,NL East,NL
38,"Wednesday, May 10",boxscore,MIA,@,ARI,W,5,4,,19-19,2,6.5,Floro,Chafin,Puk,2:45,D,10482,.93,++,,NL East,NL
39,"Friday, May 12",boxscore,MIA,,CIN,L,4,7,,19-20,3,6.5,Gibaut,Floro,Díaz,2:58,N,13938,.95,-,,NL East,NL
40,"Saturday, May 13",boxscore,MIA,,CIN,L,5,6,,19-21,3,6.5,Gibaut,Alcantara,Díaz,2:49,D,11170,.92,--,,NL East,NL
41,"Sunday, May 14",boxscore,MIA,,CIN,W,3,1,,20-21,3,5.5,Scott,Herget,Floro,2:52,D,11216,.87,+,,NL East,NL
42,"Tuesday, May 16",boxscore,MIA,,WSN,W-wo,5,4,,21-21,2,5.0,Nardi,Harvey,,2:35,N,8811,.91,++,,NL East,NL
43,"Wednesday, May 17",boxscore,MIA,,WSN,W,4,3,,22-21,2,5.0,Cabrera,Gore,Floro,2:26,N,8451,.98,+++,,NL East,NL
44,"Thursday, May 18",boxscore,MIA,,WSN,W,5,3,,23-21,2,4.5,Pérez,Williams,Floro,2:16,D,7752,1.00,++++,,NL East,NL
45,"Friday, May 19",boxscore,MIA,@,SFG,L,3,4,,23-22,2,5.5,Alexander,Alcantara,Rogers,2:24,N,30673,1.07,-,,NL East,NL
46,"Saturday, May 20",boxscore,MIA,@,SFG,W,1,0,,24-22,2,4.5,Chargois,Rogers,Floro,2:16,D,31993,1.01,+,,NL East,NL
47,"Sunday, May 21",boxscore,MIA,@,SFG,L,5,7,,24-23,3,5.5,Walker,Luzardo,Doval,2:24,D,28936,1.11,-,,NL East,NL
48,"Monday, May 22",boxscore,MIA,@,COL,L,3,5,,24-24,3,5.5,Bird,Cabrera,Johnson,2:14,N,20331,.99,--,,NL East,NL
49,"Tuesday, May 23",boxscore,MIA,@,COL,L,4,5,,24-25,3,5.5,Gomber,Pérez,Johnson,2:28,N,19470,.99,---,,NL East,NL
50,"Wednesday, May 24",boxscore,MIA,@,COL,W,10,2,,25-25,2,5.5,Alcantara,Kauffmann,,2:32,N,19546,.97,+,,NL East,NL
51,"Thursday, May 25",boxscore,MIA,@,COL,L-wo,6,7,,25-26,3,6.5,Suter,Brazoban,,3:14,D,20738,1.02,-,,NL East,NL
52,"Friday, May 26",boxscore,MIA,@,LAA,W,6,2,,26-26,3,5.5,Luzardo,Detmers,,2:42,N,32130,.93,+,,NL East,NL
53,"Saturday, May 27",boxscore,MIA,@,LAA,W,8,5,10,27-26,2,4.5,Floro,Barria,,3:33,N,38131,.98,++,,NL East,NL
54,"Sunday, May 28",boxscore,MIA,@,LAA,W,2,0,,28-26,2,4.5,Pérez,Sandoval,Chargois,2:48,D,36345,1.07,+++,,NL East,NL
55,"Tuesday, May 30",boxscore,MIA,,SDP,L,4,9,,28-27,2,4.0,Martinez,Floro,,3:21,N,11930,1.18,-,,NL East,NL
56,"Wednesday, May 31",boxscore,MIA,,SDP,W-wo,2,1,,29-27,2,4.0,Okert,Hader,,2:24,N,11773,1.11,+,,NL East,NL
57,"Thursday, Jun 1",boxscore,MIA,,SDP,L,1,10,,29-28,3,4.5,Musgrove,Luzardo,,2:27,D,8405,1.14,-,,NL East,NL
58,"Friday, Jun 2",boxscore,MIA,,OAK,W,4,0,,30-28,2,3.5,Cabrera,Fujinami,,2:18,N,8582,1.05,+,,NL East,NL
59,"Saturday, Jun 3",boxscore,MIA,,OAK,W,12,1,,31-28,2,3.5,Pérez,Medina,Soriano,3:01,D,10649,1.12,++,,NL East,NL
60,"Sunday, Jun 4",boxscore,MIA,,OAK,W,7,5,,32-28,2,3.5,Scott,Pruitt,Floro,2:36,D,12507,1.14,+++,,NL East,NL
61,"Monday, Jun 5",boxscore,MIA,,KCR,W,9,6,,33-28,2,3.0,Garrett,Mayers,Floro,2:32,N,7232,1.15,++++,,NL East,NL
62,"Tuesday, Jun 6",boxscore,MIA,,KCR,W,6,1,,34-28,2,3.0,Luzardo,Greinke,,2:14,N,7342,1.20,+++++,,NL East,NL
63,"Wednesday, Jun 7",boxscore,MIA,,KCR,W,6,1,,35-28,2,3.0,Cabrera,Lyles,,2:03,N,7673,1.22,++++++,,NL East,NL
64,"Friday, Jun 9",boxscore,MIA,@,CHW,L-wo,1,2,,35-29,2,4.5,Hendriks,Floro,,2:27,N,21033,1.23,-,,NL East,NL
65,"Saturday, Jun 10",boxscore,MIA,@,CHW,W,5,1,,36-29,2,4.5,Okert,Kelly,,2:55,D,25793,1.17,+,,NL East,NL
66,"Sunday, Jun 11",boxscore,MIA,@,CHW,W,6,5,,37-29,2,3.5,Hoeing,Graveman,Puk,2:37,D,20888,1.21,++,,NL East,NL
67,"Monday, Jun 12",boxscore,MIA,@,SEA,L,1,8,,37-30,2,3.5,Miller,Luzardo,,2:14,N,23463,1.23,-,,NL East,NL
68,"Tuesday, Jun 13",boxscore,MIA,@,SEA,L,3,9,,37-31,2,4.0,Kirby,Cabrera,,2:47,N,19510,1.23,--,,NL East,NL
69,"Wednesday, Jun 14",boxscore,MIA,@,SEA,W,4,1,,38-31,2,4.5,Pérez,Castillo,,2:44,N,20498,1.22,+,,NL East,NL
70,"Friday, Jun 16",boxscore,MIA,@,WSN,W,6,5,,39-31,2,5.0,Nardi,Edwards,Puk,2:45,N,22379,1.24,++,,NL East,NL
71,"Saturday, Jun 17",boxscore,MIA,@,WSN,W,5,2,,40-31,2,5.0,Garrett,Kuhl,Puk,2:37,D,33334,1.19,+++,,NL East,NL
72,"Sunday, Jun 18",boxscore,MIA,@,WSN,W,4,2,,41-31,2,5.0,Luzardo,Corbin,Nardi,2:21,D,25339,1.22,++++,,NL East,NL
73,"Monday, Jun 19",boxscore,MIA,,TOR,W,11,0,,42-31,2,4.5,Brazoban,Berríos,,2:42,N,12226,1.18,+++++,,NL East,NL
74,"Tuesday, Jun 20",boxscore,MIA,,TOR,L,0,2,,42-32,2,5.5,García,Scott,Romano,2:27,N,9809,1.16,-,,NL East,NL
75,"Wednesday, Jun 21",boxscore,MIA,,TOR,L,3,6,,42-33,2,6.0,Gausman,Alcantara,Romano,2:27,D,15701,1.17,--,,NL East,NL
76,"Thursday, Jun 22",boxscore,MIA,,PIT,W,6,4,,43-33,2,6.0,Brazoban,Mlodzinski,Puk,2:16,N,8261,1.19,+,,NL East,NL
77,"Friday, Jun 23",boxscore,MIA,,PIT,L,1,3,,43-34,2,6.0,Ortiz,Puk,Bednar,2:21,N,11843,1.19,-,,NL East,NL
78,"Saturday, Jun 24",boxscore,MIA,,PIT,W-wo,4,3,11,44-34,2,6.0,Nardi,Perdomo,,3:08,D,24668,1.20,+,,NL East,NL
79,"Sunday, Jun 25",boxscore,MIA,,PIT,W,2,0,,45-34,2,6.0,Pérez,Oviedo,Puk,2:07,D,21552,1.15,++,,NL East,NL
80,"Tuesday, Jun 27",boxscore,MIA,@,BOS,W,10,1,,46-34,2,6.5,Alcantara,Whitlock,,2:34,N,35327,1.09,+++,,NL East,NL
81,"Wednesday, Jun 28",boxscore,MIA,@,BOS,W,6,2,,47-34,2,6.5,Garrett,Pivetta,Puk,2:37,N,34261,1.05,++++,,NL East,NL
82,"Thursday, Jun 29",boxscore,MIA,@,BOS,W,2,0,,48-34,2,6.0,Nardi,Bello,Puk,2:21,N,36559,1.02,+++++,,NL East,NL
83,"Friday, Jun 30",boxscore,MIA,@,ATL,L,4,16,,48-35,2,7.0,Soroka,Hoeing,,2:30,N,42320,1.38,-,,NL East,NL
84,"Saturday, Jul 1",boxscore,MIA,@,ATL,L,0,7,,48-36,2,8.0,Morton,Pérez,,2:31,D,41889,1.33,--,,NL East,NL
85,"Sunday, Jul 2",boxscore,MIA,@,ATL,L,3,6,,48-37,2,9.0,Strider,Alcantara,Iglesias,2:32,D,40932,1.26,---,,NL East,NL
86,"Monday, Jul 3",boxscore,MIA,,STL,W,5,4,,49-37,2,9.0,Brazoban,Pallante,Puk,2:37,N,19638,.96,+,,NL East,NL
87,"Tuesday, Jul 4",boxscore,MIA,,STL,W,15,2,,50-37,2,8.0,Luzardo,Wainwright,,3:00,D,16437,.96,++,,NL East,NL
88,"Wednesday, Jul 5",boxscore,MIA,,STL,W-wo,10,9,,51-37,2,8.0,Puk,Hicks,,3:07,N,9911,.95,+++,,NL East,NL
89,"Thursday, Jul 6",boxscore,MIA,,STL,L,0,3,,51-38,2,8.5,Flaherty,Pérez,Hicks,2:44,N,8763,.93,-,,NL East,NL
90,"Friday, Jul 7",boxscore,MIA,,PHI,L,3,4,,51-39,2,9.5,Hoffman,Puk,Kimbrel,2:21,N,13850,1.10,--,,NL East,NL
91,"Saturday, Jul 8",boxscore,MIA,,PHI,W,5,3,,52-39,2,9.5,Garrett,Suárez,Puk,2:35,D,18132,1.08,+,,NL East,NL
92,"Sunday, Jul 9",boxscore,MIA,,PHI,W,7,3,,53-39,2,8.5,Luzardo,Nola,,2:22,D,21159,1.07,++,,NL East,NL
93,"Friday, Jul 14",boxscore,MIA,@,BAL,L,2,5,,53-40,2,9.5,Kremer,Alcantara,Bautista,2:33,N,23377,.95,-,,NL East,NL
94,"Saturday, Jul 15",boxscore,MIA,@,BAL,L,5,6,,53-41,2,9.5,Baumann,Brazoban,Bautista,2:55,N,28593,.92,--,,NL East,NL
95,"Sunday, Jul 16",boxscore,MIA,@,BAL,L,4,5,,53-42,2,9.5,Bradish,Okert,Coulombe,2:44,D,30761,.97,---,,NL East,NL
96,"Monday, Jul 17",boxscore,MIA,@,STL,L,4,6,,53-43,2,10.0,Mikolas,Floro,Hicks,2:48,N,35619,1.02,----,,NL East,NL
97,"Tuesday, Jul 18",boxscore,MIA,@,STL,L-wo,2,5,10,53-44,3,10.0,Romero,Puk,,2:55,N,38490,1.02,-----,,NL East,NL
98,"Wednesday, Jul 19",boxscore,MIA,@,STL,L,4,6,,53-45,3,10.0,Thompson,Alcantara,Stratton,2:44,D,35906,1.04,------,,NL East,NL
99,"Friday, Jul 21",boxscore,MIA,,COL,L,1,6,,53-46,2,11.5,Lambert,Garrett,,2:40,N,14092,1.01,-------,,NL East,NL
100,"Saturday, Jul 22",boxscore,MIA,,COL,L,3,4,,53-47,2,11.5,Bard,Scott,Lawrence,2:35,D,15226,.99,--------,,NL East,NL
101,"Sunday, Jul 23",boxscore,MIA,,COL,W-wo,3,2,10,54-47,2,11.5,Brazoban,Johnson,,2:49,D,14613,1.00,+,,NL East,NL
102,"Tuesday, Jul 25",boxscore,MIA,@,TBR,L,1,4,,54-48,3,11.5,Glasnow,Cabrera,Fairbanks,2:24,N,20508,.96,-,,NL East,NL
103,"Wednesday, Jul 26",boxscore,MIA,@,TBR,W,7,1,,55-48,3,10.5,Alcantara,Eflin,,2:13,D,20971,1.01,+,,NL East,NL
1,"Thursday, Mar 30",boxscore,NYM,@,MIA,W,5,3,,1-0,1,Tied,Scherzer,Scott,Robertson,2:42,D,31397,.97,+,,NL East,NL
2,"Friday, Mar 31",boxscore,NYM,@,MIA,L,1,2,,1-1,2,0.5,Luzardo,Peterson,Puk,2:09,N,14797,1.07,-,,NL East,NL
3,"Saturday, Apr 1",boxscore,NYM,@,MIA,W,6,2,,2-1,2,0.5,Megill,Nardi,,2:54,D,14695,1.01,+,,NL East,NL
4,"Sunday, Apr 2",boxscore,NYM,@,MIA,W,5,1,,3-1,1,up 0.5,Senga,Rogers,,2:40,D,18322,1.08,++,,NL East,NL
5,"Monday, Apr 3",boxscore,NYM,@,MIL,L,0,10,,3-2,2,0.5,Peralta,Carrasco,Wilson,2:37,D,42017,1.09,-,,NL East,NL
6,"Tuesday, Apr 4",boxscore,NYM,@,MIL,L,0,9,,3-3,2,1.5,Miley,Scherzer,,2:17,N,19412,1.00,--,,NL East,NL
7,"Wednesday, Apr 5",boxscore,NYM,@,MIL,L-wo,6,7,,3-4,2,2.5,Williams,Ottavino,,2:45,D,18387,.97,---,,NL East,NL
8,"Friday, Apr 7",boxscore,NYM,,MIA,W,9,3,,4-4,2,2.0,Megill,Cabrera,,3:01,D,43590,1.01,+,,NL East,NL
9,"Saturday, Apr 8",boxscore,NYM,,MIA,W,5,2,,5-4,2,1.0,Senga,Rogers,Robertson,2:39,D,42306,1.02,++,,NL East,NL
10,"Sunday, Apr 9",boxscore,NYM,,MIA,L,2,7,,5-5,2,1.0,Scott,Carrasco,,2:52,D,33697,1.07,-,,NL East,NL
11,"Monday, Apr 10",boxscore,NYM,,SDP,W,5,0,,6-5,2,1.0,Scherzer,Darvish,,2:38,N,30244,1.02,+,,NL East,NL
